timestamp,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,pkt_time_ns
85223,-75,126,2,310,413,-7395,1745140188744250442
85415,-38,7,3,952,-843,-8724,1745140188744250442
85607,-51,17,-37,707,-237,-8086,1745140188744250442
85799,-123,45,-25,610,23,-8072,1745140188744250442
85991,-96,10,-18,689,72,-8229,1745140188744250442
86183,-124,16,-18,677,177,-8257,1745140188744250442
86375,-137,6,-25,659,246,-8242,1745140188744250442
86567,-108,-16,-23,675,536,-8160,1745140188744250442
86759,-87,-12,-4,797,798,-8105,1745140188744250442
86951,-37,-24,9,734,754,-8107,1745140188744250442
87143,-6,-19,10,440,504,-8246,1745140188744250442
87335,6,21,1,279,187,-8396,1745140188744250442
87527,14,40,-9,422,26,-8642,1745140188800362065
87719,9,44,-8,870,3,-8827,1745140188800362065
87911,-3,21,-2,1365,76,-8952,1745140188800362065
88103,-3,-36,3,1770,422,-8999,1745140188800362065
88295,38,-102,12,1940,1004,-8943,1745140188800362065
88487,114,-180,27,1989,1376,-8825,1745140188800362065
88679,194,-257,40,1689,1301,-8574,1745140188800362065
88871,145,-315,42,834,-163,-8641,1745140188800362065
89063,230,-266,74,374,1188,-7602,1745140188800362065
89255,510,-219,100,-504,807,-7778,1745140188800362065
89447,676,-42,118,-799,151,-8054,1745140188800362065
89639,588,286,184,-712,-484,-7647,1745140188800362065
89831,314,311,98,-1281,-2381,-5322,1745140188860106779
90023,-72,52,-35,-915,-3095,-6926,1745140188860106779
90215,-255,113,-59,-408,-2107,-7062,1745140188860106779
90407,-356,112,-10,48,-918,-6970,1745140188860106779
90599,-385,120,36,400,140,-7240,1745140188860106779
90791,-353,114,29,621,939,-7427,1745140188860106779
90983,-266,85,-20,698,1369,-7590,1745140188860106779
91175,-157,51,-68,655,1444,-7796,1745140188860106779
91367,-55,31,-84,596,1276,-7912,1745140188860106779
91559,27,22,-74,581,989,-8001,1745140188860106779
91751,75,16,-54,585,672,-8035,1745140188860106779
91943,98,13,-38,623,379,-8039,1745140188860106779
92135,100,8,-33,643,127,-8048,1745140188917822190
92327,91,5,-31,663,-89,-8078,1745140188917822190
92519,72,1,-31,693,-213,-8071,1745140188917822190
92711,47,-4,-32,675,-295,-8069,1745140188917822190
92903,19,-11,-33,624,-273,-8046,1745140188917822190
93095,-10,-17,-32,571,-181,-7997,1745140188917822190
93287,-33,-19,-34,531,-62,-7963,1745140188917822190
93479,-48,-18,-39,452,81,-7901,1745140188917822190
93671,-55,-14,-42,446,200,-7864,1745140188917822190
93863,-54,-9,-47,453,251,-7838,1745140188917822190
94055,-51,-7,-52,466,244,-7810,1745140188917822190
94247,-46,-9,-56,509,207,-7791,1745140188917822190
94439,-45,-13,-56,489,174,-7777,1745140188974982397
94631,-43,-18,-56,482,175,-7767,1745140188974982397
94823,-40,-22,-52,468,183,-7779,1745140188974982397
95015,-33,-25,-51,439,225,-7796,1745140188974982397
95207,-24,-27,-49,407,243,-7836,1745140188974982397
95399,-14,-26,-49,407,254,-7874,1745140188974982397
95591,-5,-26,-50,388,224,-7902,1745140188974982397
95783,1,-25,-51,394,193,-7935,1745140188974982397
