timestamp,emg0,emg1,emg2,emg3,pkt_time_ns
6101972,4084,1346,1073,2604,1745187374116523079
6102969,4074,1407,1077,2580,1745187374116523079
6103969,4075,1466,1082,2561,1745187374116523079
6104969,4073,1525,1088,2549,1745187374116523079
6105970,4074,1565,1091,2532,1745187374116523079
6106970,4074,1605,1097,2516,1745187374116523079
6107970,4074,1635,1102,2506,1745187374116523079
6108970,4074,1650,1107,2497,1745187374116523079
6109970,4074,1652,1112,2492,1745187374116523079
6110970,4074,1633,1116,2488,1745187374116523079
6111970,4074,1595,1121,2485,1745187374116523079
6112970,4074,1547,1128,2482,1745187374116523079
6113970,4074,1519,1132,2477,1745187374116523079
6114970,4074,1521,1135,2473,1745187374116523079
6115970,4074,1538,1138,2464,1745187374116523079
6116970,4073,1563,1141,2450,1745187374116523079
6117971,4073,1589,1146,2436,1745187374116523079
6118971,4066,1630,1152,2414,1745187374116523079
6119971,4074,1676,1157,2392,1745187374116523079
6120971,4073,1742,1165,2370,1745187374116523079
6121971,4075,1826,1172,2347,1745187374116523079
6122971,4073,1925,1181,2325,1745187374116523079
6123971,4073,2027,1189,2304,1745187374116523079
6124971,4074,2122,1198,2283,1745187374116523079
6125971,4074,2197,1208,2267,1745187374116523079
6126971,4074,2238,1218,2254,1745187374116523079
6127971,4074,2238,1228,2246,1745187374116523079
6128971,4067,2206,1238,2242,1745187374116523079
6129972,4049,2160,1251,2240,1745187374116523079
6130972,4028,2114,1262,2238,1745187374116523079
6131972,4006,2080,1269,2235,1745187374116523079
6132972,3984,2051,1272,2233,1745187374116523079
6133972,3961,2022,1270,2227,1745187374116523079
6134972,3942,2006,1268,2218,1745187374116523079
6135972,3925,2004,1266,2202,1745187374116523079
6136972,3914,2031,1266,2180,1745187374116523079
6137972,3909,2093,1269,2154,1745187374116523079
6138972,3908,2180,1276,2124,1745187374116523079
6139972,3910,2288,1284,2090,1745187374116523079
6140972,3912,2402,1294,2056,1745187374116523079
6141973,3909,2517,1306,2018,1745187374116523079
6142973,3907,2618,1320,1984,1745187374116523079
6143973,3896,2715,1333,1953,1745187374116523079
6144973,3880,2797,1346,1939,1745187374116523079
6145973,3859,2868,1358,1905,1745187374116523079
6146973,3836,2913,1370,1888,1745187374116523079
6147973,3807,2931,1381,1874,1745187374116523079
6148973,3774,2934,1393,1862,1745187374116523079
6149973,3741,2924,1404,1856,1745187374116523079
6150973,3705,2899,1416,1849,1745187374116523079
6151973,3674,2869,1427,1843,1745187374116523079
6152973,3640,2841,1441,1837,1745187374116523079
6153974,3611,2824,1454,1826,1745187374116523079
6154974,3587,2821,1466,1812,1745187374116523079
6155974,3576,2837,1477,1794,1745187374116523079
6156974,3560,2878,1488,1770,1745187374116523079
6157974,3548,2946,1500,1741,1745187374116523079
6158974,3539,3036,1512,1706,1745187374116523079
6159974,3529,3141,1522,1668,1745187374188999969
6160974,3521,3244,1533,1627,1745187374188999969
6161974,3510,3337,1539,1592,1745187374188999969
6162974,3497,3415,1553,1556,1745187374188999969
6163974,3476,3484,1568,1531,1745187374188999969
6164974,3452,3552,1582,1503,1745187374188999969
6165975,3424,3608,1598,1481,1745187374188999969
6166975,3389,3659,1615,1464,1745187374188999969
6167975,3356,3688,1633,1450,1745187374188999969
6168976,3317,3688,1652,1441,1745187374188999969
6169975,3272,3681,1669,1433,1745187374188999969
6170975,3228,3684,1684,1426,1745187374188999969
6171975,3185,3724,1697,1418,1745187374188999969
6172975,3184,3693,1733,1425,1745187374188999969
6173975,3134,3649,1742,1408,1745187374188999969
6174975,3093,3625,1754,1391,1745187374188999969
6175975,3054,3644,1735,1354,1745187374188999969
6176975,2986,3669,1770,1339,1745187374188999969
6177976,2965,3762,1788,1313,1745187374188999969
6178976,2949,3852,1804,1283,1745187374188999969
6179976,2930,3914,1834,1248,1745187374188999969
6180976,2916,3962,1835,1214,1745187374188999969
6181976,2901,3995,1848,1179,1745187374188999969
6182976,2883,4015,1865,1145,1745187374188999969
6183976,2860,4033,1883,1111,1745187374188999969
6184976,2833,4044,1901,1082,1745187374188999969
6185976,2801,4052,1921,1054,1745187374188999969
6186976,2765,4058,1938,1028,1745187374188999969
6187976,2726,4064,1955,1002,1745187374188999969
6188976,2683,4066,1972,979,1745187374188999969
6189977,2640,4068,1992,958,1745187374188999969
6190977,2598,4070,2010,937,1745187374188999969
6191977,2559,4072,2029,917,1745187374188999969
6192977,2524,4075,2052,896,1745187374188999969
6193977,2482,4072,2070,873,1745187374188999969
6194977,2444,4074,2088,849,1745187374188999969
6195977,2408,4075,2106,821,1745187374188999969
6196977,2372,4073,2124,793,1745187374188999969
6197977,2338,4075,2144,761,1745187374188999969
6198977,2304,4076,2165,726,1745187374188999969
6199977,2270,4076,2186,690,1745187374188999969
6200977,2238,4075,2209,652,1745187374188999969
6201978,2204,4075,2230,610,1745187374188999969
6202978,2169,4075,2253,570,1745187374188999969
6203978,2133,4074,2277,525,1745187374188999969
6204978,2098,4074,2301,490,1745187374188999969
